# Task: bending2,,,,,,
# Frequency (Hz): 20,,,,,,
# Clock (millisecond): 250,,,,,,
# Duration (seconds): 120,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
295,32.5,0.5,0,0,19,1
296,32.5,0.5,0,0,19,1
297,32.5,0.5,0,0,19,1
298,32.5,0.5,0,0,19,1
299,32.5,0.5,0,0,19,1
300,32.5,0.5,0,0,19,1
301,32.5,0.5,0,0,19,1
302,32.5,0.5,0,0,19,1
303,32.5,0.5,0,0,19,1
304,32.5,0.5,0,0,19,1
305,32.5,0.5,0,0,19,1
306,32.5,0.5,0,0,19,1
307,32.5,0.5,0,0,19,1
308,32.5,0.5,0,0,19,1
309,32.5,0.5,0,0,19,1
310,32.5,0.5,0,0,19,1
311,32.5,0.5,0,0,19,1
312,32.5,0.5,0,0,19,1
313,32.5,0.5,0,0,19,1
314,32.5,0.5,0,0,19,1
315,32.5,0.5,0,0,19,1
316,32.5,0.5,0,0,19,1
317,32.5,0.5,0,0,19,1
318,32.5,0.5,0,0,19,1
319,32.5,0.5,0,0,19,1
320,32.5,0.5,0,0,19,1
321,32.5,0.5,0,0,19,1
322,32.5,0.5,0,0,19,1
323,32.5,0.5,0,0,19,1
324,32.5,0.5,0,0,19,1
325,32.5,0.5,0,0,19,1
326,32.5,0.5,0,0,19,1
327,32.5,0.5,0,0,19,1
328,32.5,0.5,0,0,19,1
329,32.5,0.5,0,0,19,1
330,32.5,0.5,0,0,19,1
331,32.5,0.5,0,0,19,1
332,32.5,0.5,0,0,19,1
333,32.5,0.5,0,0,19,1
334,32.5,0.5,0,0,19,1
335,32.5,0.5,0,0,19,1
336,32.5,0.5,0,0,19,1
337,32.5,0.5,0,0,19,1
338,32.5,0.5,0,0,19,1
339,32.5,0.5,0,0,19,1
340,32.5,0.5,0,0,19,1
341,32.5,0.5,0,0,19,1
342,32.5,0.5,0,0,19,1
343,32.5,0.5,0,0,19,1
344,32.5,0.5,0,0,19,1
345,32.5,0.5,0,0,19,1
346,32.5,0.5,0,0,19,1
347,32.5,0.5,0,0,19,1
348,32.5,0.5,0,0,19,1
349,32.5,0.5,0,0,19,1
350,32.5,0.5,0,0,19,1
351,32.5,0.5,0,0,19,1
352,32.5,0.5,0,0,19,1
353,32.5,0.5,0,0,19,1
354,32.5,0.5,0,0,19,1
355,32.5,0.5,0,0,19,1
356,32.5,0.5,0,0,19,1
357,32.5,0.5,0,0,19,1
358,32.5,0.5,0,0,19,1
359,32.5,0.5,0,0,19,1
360,32.5,0.5,0,0,19,1
361,32.5,0.5,0,0,19,1
362,32.5,0.5,0,0,19,1
363,32.5,0.5,0,0,19,1
364,32.5,0.5,0,0,19,1
365,32.5,0.5,0,0,19,1
366,32.5,0.5,0,0,19,1
367,32.5,0.5,0,0,19,1
368,32.5,0.5,0,0,19,1
369,32.5,0.5,0,0,19,1
370,32.5,0.5,0,0,19,1
371,32.5,0.5,0,0,19,1
372,32.5,0.5,0,0,19,1
373,32.5,0.5,0,0,19,1
374,32.5,0.5,0,0,19,1
375,32.5,0.5,0,0,19,1
376,32.5,0.5,0,0,19,1
377,32.5,0.5,0,0,19,1
378,32.5,0.5,0,0,19,1
379,32.5,0.5,0,0,19,1
380,32.5,0.5,0,0,19,1
381,32.5,0.5,0,0,19,1
382,32.5,0.5,0,0,19,1
383,32.5,0.5,0,0,19,1
384,32.5,0.5,0,0,19,1
385,32.5,0.5,0,0,19,1
386,32.5,0.5,0,0,19,1
387,32.5,0.5,0,0,19,1
388,32.5,0.5,0,0,19,1
389,32.5,0.5,0,0,19,1
390,32.5,0.5,0,0,19,1
391,32.5,0.5,0,0,19,1
392,32.5,0.5,0,0,19,1
393,32.5,0.5,0,0,19,1
394,32.5,0.5,0,0,19,1
395,32.5,0.5,0,0,19,1
396,32.5,0.5,0,0,19,1
397,32.5,0.5,0,0,19,1
398,32.5,0.5,0,0,19,1
399,32.5,0.5,0,0,19,1
400,32.5,0.5,0,0,19,1
401,32.5,0.5,0,0,19,1
402,32.5,0.5,0,0,19,1
403,32.5,0.5,0,0,19,1
404,32.5,0.5,0,0,19,1
405,32.5,0.5,0,0,19,1
406,32.5,0.5,0,0,19,1
407,32.5,0.5,0,0,19,1
408,32.5,0.5,0,0,19,1
409,32.5,0.5,0,0,19,1
410,32.5,0.5,0,0,19,1
411,32.5,0.5,0,0,19,1
412,32.5,0.5,0,0,19,1
413,32.5,0.5,0,0,19,1
414,32.5,0.5,0,0,19,1
415,32.5,0.5,0,0,19,1
416,32.5,0.5,0,0,19,1
417,32.5,0.5,0,0,19,1
418,32.5,0.5,0,0,19,1
419,32.5,0.5,0,0,19,1
420,32.5,0.5,0,0,19,1
421,32.5,0.5,0,0,19,1
422,32.5,0.5,0,0,19,1
423,32.5,0.5,0,0,19,1
424,32.5,0.5,0,0,19,1
425,32.5,0.5,0,0,19,1
426,32.5,0.5,0,0,19,1
427,32.5,0.5,0,0,19,1
428,32.5,0.5,0,0,19,1
429,32.5,0.5,0,0,19,1
430,32.5,0.5,0,0,19,1
431,32.5,0.5,0,0,19,1
432,32.5,0.5,0,0,19,1
433,32.5,0.5,0,0,19,1
434,32.5,0.5,0,0,19,1
435,32.5,0.5,0,0,19,1
436,32.5,0.5,0,0,19,1
437,32.5,0.5,0,0,19,1
438,32.5,0.5,0,0,19,1
439,32.5,0.5,0,0,19,1
440,32.5,0.5,0,0,19,1
441,32.5,0.5,0,0,19,1
442,32.5,0.5,0,0,19,1
443,32.5,0.5,0,0,19,1
444,32.5,0.5,0,0,19,1
445,32.5,0.5,0,0,19,1
446,32.5,0.5,0,0,19,1
447,32.5,0.5,0,0,19,1
448,32.5,0.5,0,0,19,1
449,32.5,0.5,0,0,19,1
450,32.5,0.5,0,0,19,1
451,32.5,0.5,0,0,19,1
452,32.5,0.5,0,0,19,1
453,32.5,0.5,0,0,19,1
454,32.5,0.5,0,0,19,1
455,32.5,0.5,0,0,19,1
456,32.5,0.5,0,0,19,1
457,32.5,0.5,0,0,19,1
458,32.5,0.5,0,0,19,1
459,32.5,0.5,0,0,19,1
460,32.5,0.5,0,0,19,1
461,32.5,0.5,0,0,19,1
462,32.5,0.5,0,0,19,1
463,32.5,0.5,0,0,19,1
464,32.5,0.5,0,0,19,1
465,32.5,0.5,0,0,19,1
466,32.5,0.5,0,0,19,1
467,32.5,0.5,0,0,19,1
468,32.5,0.5,0,0,19,1
469,32.5,0.5,0,0,19,1
470,32.5,0.5,0,0,19,1
471,32.5,0.5,0,0,19,1
472,32.5,0.5,0,0,19,1
473,32.5,0.5,0,0,19,1
474,32.5,0.5,0,0,19,1
475,32.5,0.5,0,0,19,1
476,32.5,0.5,0,0,19,1
477,32.5,0.5,0,0,19,1
478,32.5,0.5,0,0,19,1
479,32.5,0.5,0,0,19,1
